country,value,region,CODE,shuoming,title
Tanzania,0.716,2016年性别差异指数,TZA,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Austria,0.716,2016年性别差异指数,AUT,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Botswana,0.715,2016年性别差异指数,BWA,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Singapore,0.712,2016年性别差异指数,SGP,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Zimbabwe,0.71,2016年性别差异指数,ZWE,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Lesotho,0.706,2016年性别差异指数,LSO,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Ghana,0.705,2016年性别差异指数,GHA,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Mongolia,0.705,2016年性别差异指数,MNG,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Madagascar,0.704,2016年性别差异指数,MDG,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Uganda,0.704,2016年性别差异指数,UGA,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Albania,0.704,2016年性别差异指数,ALB,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
El Salvador,0.702,2016年性别差异指数,SLV,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Kenya,0.702,2016年性别差异指数,KEN,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Malawi,0.7,2016年性别差异指数,MWI,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
